513.3209454754,441.4401955893,0.0,513.3209454754,481.4401955893,0.0
557.353181121,481.4401955893,0.0,669.1975591933,481.4401955893,0.0
669.1975591933,441.4401955893,0.0,733.745627503,441.4401955893,0.0
669.1975591933,441.4401955893,0.0,669.1975591933,481.4401955893,0.0
733.745627503,441.4401955893,0.0,733.745627503,281.4401955893,0.0
733.745627503,441.4401955893,0.0,733.745627503,481.4401955893,0.0
513.3209454754,441.4401955893,0.0,557.353181121,441.4401955893,0.0
513.3209454754,281.4401955893,0.0,733.745627503,281.4401955893,0.0
513.3209454754,441.4401955893,0.0,513.3209454754,281.4401955893,0.0
638.4238101971,441.4401955893,0.0,638.4238101971,481.4401955893,0.0
733.745627503,441.4401955893,0.0,638.4238101971,441.4401955893,0.0
638.4238101971,481.4401955893,0.0,733.745627503,481.4401955893,0.0
574.8909090436,441.4401955893,0.0,574.8909090436,481.4401955893,0.0
513.3209454754,481.4401955893,0.0,574.8909090436,481.4401955893,0.0
557.353181121,481.4401955893,0.0,513.3209454754,481.4401955893,0.0
557.353181121,441.4401955893,0.0,557.353181121,481.4401955893,0.0
733.745627503,481.4401955893,0.0,669.1975591933,481.4401955893,0.0
638.4238101971,481.4401955893,0.0,574.8909090436,481.4401955893,0.0
665.557653398,281.4401955893,0.0,581.5089195804,281.4401955893,0.0
513.3209454754,441.4401955893,0.0,574.8909090436,441.4401955893,0.0
581.5089195804,381.4401955893,0.0,581.5089195804,281.4401955893,0.0
665.557653398,381.4401955893,0.0,581.5089195804,381.4401955893,0.0
665.557653398,381.4401955893,0.0,665.557653398,281.4401955893,0.0
